learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
10000.0,0.516305,5.130097901241648E-9,10000.0,80.13,70.2168965376655,70.2856288320622,69.80702020969458,10000.0,38408.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
20000.0,0.743484,8.13966220451726E-9,20000.0,79.69000000000001,69.56353753157502,69.6843047988656,69.06792567773378,20000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
30000.0,0.900102,1.0214466398788825E-8,30000.0,79.93333333333334,69.92213044421285,69.87288559703734,69.5513631075818,30000.0,51208.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
40000.0,1.073474,1.3621742141743503E-8,40000.0,80.435,70.671149968273,70.62091748629776,70.35606060606061,40000.0,75968.0,11.0,6.0,6.0,3.0,0.0,0.0,1.0
50000.0,1.249859,1.7649310162911813E-8,50000.0,80.44200000000001,70.67389768519415,70.62481225593272,70.4293921983671,50000.0,88264.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
60000.0,1.444902,2.3462448190483783E-8,60000.0,80.62833333333333,70.95389467819486,70.79721615034799,70.7295575310383,60000.0,115208.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
70000.0,1.613152,2.903417500356833E-8,70000.0,80.72714285714285,71.09984132739656,70.9220622467454,70.91328532620412,70000.0,128008.0,19.0,10.0,10.0,4.0,0.0,0.0,1.0
80000.0,1.770279,3.527816620758838E-8,80000.0,80.94125,71.41897599560595,71.25593846617903,71.25973120205086,80000.0,153608.0,23.0,12.0,12.0,4.0,0.0,0.0,1.0
90000.0,1.917694,4.1592328041377994E-8,90000.0,81.19444444444444,71.79944484978635,71.61473182839701,71.61901567871217,90000.0,165568.0,25.0,13.0,13.0,4.0,0.0,0.0,1.0
100000.0,2.10806,5.079182088168131E-8,100000.0,81.378,72.0716202784353,71.90065185900531,71.94679200373601,100000.0,186800.0,29.0,15.0,15.0,5.0,0.0,0.0,1.0
110000.0,2.280079,6.013178275691138E-8,110000.0,81.53727272727272,72.3096371199828,72.18250054788517,72.20153850365463,110000.0,209880.0,33.0,17.0,17.0,5.0,0.0,0.0,1.0
120000.0,2.422472,6.861936163778107E-8,120000.0,81.65333333333334,72.48258952591267,72.36080597577052,72.40203575099657,120000.0,230408.0,35.0,18.0,18.0,5.0,0.0,0.0,1.0
130000.0,2.563542,7.702808083552454E-8,130000.0,81.82923076923076,72.74577849911535,72.63533473118403,72.67869535045106,130000.0,230408.0,35.0,18.0,18.0,5.0,0.0,0.0,1.0
